estar,desc
[],之前也听好些人抱怨春秋，说飞机小广告多之类的，但票价到底便宜，所以还是订了，亲身体验后，感觉服务很好。
[],最最吸引人的就是低价位了。。。偶尔幸运的话能买上特价票，就真的能省下很多钱。
[],低成本机票很有吸引力
"[""还行""]",坐过2，3次吧
[],春秋嘛，不说大家也是都知道的，坐春秋无非是因为他们走的是平价路线，短途飞行还是不错的。当然每次坐春秋比较受不了的是他们家总爱在飞机上卖他们家的飞机模型和空姐脖子上其实并不好看的丝巾，那段冗长的开场白恒古不变，实在是有点过于罗嗦。
[],飞机票真的叫便宜啊，飞机也真的叫小啊。
[],我说，现在这个春秋真是越来越不喜欢了，以前觉得春秋就是专业有保障的代名词，可上次去云南玩的时候航班延迟，从早上开始等，凌晨1点多才到云南，导游也不来接我们的，他忘记了恶。。。最后一点表示也没有的，还浪费我们的行程。。。
[],去年我在香港，让太太、孩子过去。结果他们在网上买春秋航空的低价机票，确实很便宜。我去接他们，下飞机孩子就说以后不能再买春秋航空的低价机票，上面空间比较小，只有小瓶水。
[],一直垂涎于春秋航空的低价机票，但迟迟不敢下手，因为对网上买机票心里是十分的没底，但没想到春秋的总部就在离我不远的这里，去到他的营业部，经过仔细咨询，发现其实还是挺简单的，在营业厅里面还有一台电脑让你可以当场就买机票，简单~~
[],很便宜的航空公司，因为便宜所以有些服务就不太好啦。
[],就是乘这个公司的飞机去的海南 的确不能和人家港龙比的 位置空间小 只有一瓶水 空姐不停的在推销商品 真的老无聊的 以后不会再考虑坐他家的飞机了 
[],9月去厦门的时候94无意间看到春秋航空来回厦门199的特价机票滴~
[],除了经济型机票外，网站的旅游服务的价格也是相对比较经济的。
[],春秋航空 经常能买到特价的机票，看运气了
[],春秋的飞机
"[""还行""]",廉价的航空公司，除了便宜可能一无是处。。。。
"[""差""]",很一般。现在低价机票也不是那么难买了，估计以后不会坐。
"[""差""]",春秋的价格便宜是便宜，但是若是要用你宝贵的时间和精力来做交换就有点不合算了，去三亚，来回都是春秋的航班，去的时候晚了一个小时，回来的时候晚了两个小时。最惨的就是回来的时候了，晚上七点的飞机，说飞机上提供飞机餐，所以我们都不吃了，结果上了飞机后，他说什么流量控制，不能开，什么时候开也不知道，那么应该先给我们上饭吧，但是没有，一直到九点起飞后，不知道几点才上的饭，大家都饿晕了，有的人饿得胃疼的一直哭……
"[""还行""]",过年去东北的时候定的他家的机票，去程还算便宜，回程买不到便宜的了。
"[""很差""]","因为人家卖的是特价机票,即使机票价格不是那么的""特价"",服务却始终很""特价"""
[],便宜是便宜了~~~可是实在是没有乘飞机的感觉啊~~~~~
[],"便宜就是硬道理,便宜就是好!支持惠民政策,支持春秋航空!虽然飞机小了点,虽然航班的时间都安排的是比较差的时间段,虽然经常飞机晚点或延误,虽然乘务员经常推销产品打断乘客的休息,虽然……虽然有很多的虽然，如果春秋能把服务再提升提升，把这些虽然都解决掉，那就更好了"
[],低成本航空公司的存在还是有理由的，它提供了最快速最低廉的长途交通服务啊，做火车的价格也要这么多，甚至更贵呢。
[],前年10月飞厦门的机票就是来回他们家的。
[],飞机小啊，坐在那里一两个小时勉强还能撑撑，坐久了脚难受啊，伸不开。不过我第一次做飞机也是春秋，谁让它便宜呢，设施咱就不勉强了，能安全的飞来飞去就可以了
[],春秋航空经常出特价机票，而且特价到你傻眼～～服务还算周到，还有机上销售产品的节目，我还曾经买过他们不少东西呢～～
[],每次去广东出差都是做春秋，真的是便宜阿，来回不到1千
[],自己出去徒步旅游，买到超级便宜的机票，简直便宜到吐血。
[],做过好几次了，买到很便宜的特价票，也没有碰到过因为春秋本身原因误点的情况，所以对春秋的感觉还是不错。
[],国内机票特价很多的，是自助游的首选。不过是不是因为提供特价票而被航空业排挤，春秋的登机口总是最远，就算登机票上打印的是好位子，到登机前也会被换走。飞机上的空中商店虽然有些闹人，不过有些东西还蛮吸引人的，买的人也挺多的。不管怎么说，春秋的特价机票还是很实惠，本来假期就短，坐飞机要比火车节约不少时间，可以尽量多玩会儿。
"[""差""]",10号从广州回上海搭乘了9C8856
"[""好""]",绝对的高性价比，去年去海南，还有每次去温州都订春秋的票子，比其它航空公司都要便宜好多，所以飞机的上座率还是老高的，上次还帮姨妈表弟抢到了往返都是99的机票，哈哈～～比乘火车还便宜。 不过飞机座椅排列很紧，舒适度自然就。。。，短途坐坐可以的，长途就比较辛苦了～～
"[""还行""]",去廈門買的春秋的特價機票
[],我坐过好多次的春秋航空的班机，比如:上海到厦门，上海到广州，上海到青岛，上海到桂林。
[],乘过一次春航的班机，感觉没服务，倒是有推销产品的，像火车一样。  
[],春秋的价格一向很亲民 不过那个飞机通常都是他们自己公司的小飞机 所以 那个抖啊 不过谁让他便宜呢...
[],低成本的航空公司啊！！
[],"廉价航空么价格自然不必说,"
[],買春秋的機票就為了突個便宜 不過確實是便宜 剛訂了4張票 但是成人的比小孩的便宜...小朋友的到是只有半價...
[],想三月份去厦门
[],去上海春秋订的机票，特价而且是下午4点多的航班，我觉得很不错哦，只是回程特价的机票就比较不好买，时间也不好，早上7点多的，春秋实行所谓差异化服务，不提供免费餐食的，只有一瓶水，座位比较窄，几乎全程有乘务员推销产品。不过价格真的是很便宜，而且她的在线咨询回复是比较快的
[],07年刚过完春节不久，就一心念叨着要去北京走一遭，必竟是咱的首都，无论如何也得去看看额。于是通过春秋国旅，报了北京6日游（包括1日天津），那时刚巧推出了阳光价格行动，6天行程的价格是平时的2/3，相当划算，因为当时恰逢旅游淡季。
[],最近打算去厦门，就去春秋网上订票，观察了几天，那价格上上下下，要买到便宜的机票还真磨人，到现在还没买到回程票，今天的票价全面上涨，和其他网站的差不多了，真够晕的。
[],坐过一回它家的，买的时候也不便宜，ＭＳ要提早定才能便宜吧．．上飞机后没有吃的，只有水，还有很多的推销的．．空姐也不如别的飞机上的漂亮．．也没所谓，只要能安全送到目的地就好了～～
[],办理登记手续，加20元/位可以优先登机，而且位置比较靠前；
[],像我们这种外地读书的苦命娃么对这个很是熟悉~
[],春秋主要飞旅游航线和大城市的~性价比很高，一班飞机总有几张199的机票，看你手快不快咯。。。
[],订机票很方便，上网信用卡支付即可，还能在线选位。
[],这次从广州回来，乘的是春秋航空公司的飞机。。。。
"[""好""]",坐过一次春秋航空的飞机
[],坐过好几次了，不错的哦！价格便宜，准点率也不错，网上用信用卡订票很方便，定好后到机场凭身份证换登机牌，方便的说，飞行中没有飞机餐，不过本来飞机餐也不好吃，特别是短程飞行时，完全没有必要在飞机上吃东西，折下来的钱自己想买啥都可以，你们说呢？
"[""好""]",一分价钱一分货，几个小时的飞行也不要求多好的服务，只有一瓶水。自己带好吃的就是了。一路上广告很多，闭眼睡觉也就无所谓。
[],"这次回家坐的是春秋的航班,价格的确是便宜,服务也还说的过去,中途只给一小瓶水,还推销他们的商品,不过也不是特别贵,之前听说的对他们公司评价不好的消息,这回亲自经历了一下,还算凑合吧"
[],去年夏天选择了乘坐春秋行航空公司的客机去厦门旅游。
[],便宜是便宜的，不过一份价钱一份货，能接受的话买它家机票还是满划算的。就是常常订不到特价的机票，好抢手哪~~~
[],去年12月去厦门旅游，坐的是春球航空的飞机，空客320，外表也就不去说了，看上去很旧的飞机，这型号也算是满大个的了，怎么里面位子看上去密密麻麻，坐下来后根本不能动。
[],从厦门回来坐的春秋的特价机票，竟然晚点了半小时。飞机座位比较挤，服务一般，一般都是空少，很少见空姐，终归一瓶水了事，不过我家离虹桥机场近，所以价格便宜的话就勉强接受吧。
[],去程：5/29春秋航空 航班号9C8843
[],去厦门第一次做春秋，胜在便宜，网上订，机场拿票很方便，其他 比如座位小，空姐不美，奔放得乘客等等咱就忽略不计了吧，毕竟安全到达目的地我就已经很满意了，某些方面还不至于影响心情。。。
